Id;ConducenHijos;Edad;NHijos;AntiguedadTrabajo;Ingresos;Soltero;ValorDomicilio;Genero;Educacion;Trabajo;DistanciaTrabajo;Uso;ValVehiculo;Experiencia;Tipo;ColorRojo;TCuantia;NSiniestros;Suspensiones;Motor;Antiguedad;Zona
84509;0;41;3;14;$27,045;No;$205,386;F;Técnico;Independiente;39;Comercial;$18,800;4;SUV;no;$1,420;2;No;3;10;Urbano
58348;0;60;0;13;$135,747;No;$0;M;Master;Administrador;21;Comercial;$34,800;13;Camión;no;$3,306;3;No;0;11;Urbano
20453;0;45;1;12;$212,914;Si;$553,525;M;PhD;Doctor;24;Privado;$14,830;1;Minivan;si;$25,614;2;Si;4;20;Urbano
46574;0;30;2;14;;Si;$0;M;Master;;52;Comercial;$19,340;6;Van;si;$32,990;1;Si;0;17;Urbano
87037;0;49;0;13;$126,820;No;$0;F;PhD;Doctor;31;Privado;$19,080;1;Deportivo;no;$6,563;1;No;2;12;Urbano
68900;0;48;0;10;$93,303;No;$295,050;M;Master;Abogado;30;Privado;$15,630;9;Minivan;si;$6,031;1;No;5;1;Urbano
29459;0;39;0;0;$0;No;$0;F;Técnico;Estudiante;55;Comercial;$5,400;5;Deportivo;no;$27,973;4;Si;6;8;Urbano
13816;0;58;0;12;$71,101;No;$266,848;M;Bachiller;Independiente;40;Privado;$14,160;1;Minivan;si;$43,052;1;Si;6;5;Rural
62114;0;52;0;6;$115,075;No;$0;M;Superior;Independiente;23;Comercial;$18,210;1;Van;si;$7,619;2;No;3;1;Urbano
76162;0;57;0;13;$89,127;No;$314,698;M;PhD;;5;Comercial;$8,540;3;Pickup;si;$2,272;1;No;6;18;Urbano
47604;0;35;0;13;$126,046;No;$282,938;M;Superior;Administrador;24;Privado;$37,420;1;Minivan;si;$5,949;5;No;6;8;Urbano
45430;0;50;0;10;$77,950;No;$241,690;M;PhD;Deportista;5;Privado;$20,210;3;Van;si;$13,118;1;No;4;19;Urbano
86794;0;58;0;13;$84,376;No;$279,277;M;Master;;30;Comercial;$22,620;6;Camión;si;$4,497;2;No;7;12;Urbano
52778;0;26;3;15;$69,789;No;$206,181;F;Técnico;Deportista;37;Privado;$11,770;1;SUV;no;$2,960;1;No;5;7;Urbano
51521;0;49;0;12;;No;$248,521;F;Master;Abogado;28;Privado;$19,560;6;Minivan;no;$6,893;2;No;0;;Urbano
11029;2;61;4;19;$158,546;No;$390,219;F;PhD;Deportista;24;Privado;$42,680;10;SUV;no;$4,640;1;No;3;19;Urbano
40958;0;46;0;10;$91,283;No;$277,520;M;PhD;;37;Comercial;$26,610;1;Camión;si;$12,861;1;No;0;13;Urbano
88313;0;34;2;11;$49,098;No;$182,986;M;Técnico;Administrador;29;Privado;$10,740;6;Pickup;si;$5,265;1;No;2;11;Rural
98884;0;41;0;;$16,108;No;$0;F;Superior;Estudiante;34;Comercial;$25,010;6;SUV;no;$39,315;1;Si;0;9;Urbano
80405;0;40;0;7;$18,909;No;$93,871;F;Bachiller;Arquitecto;32;Privado;$16,310;1;SUV;no;$6,377;2;No;0;1;Urbano
36056;0;24;2;10;;Si;;F;Técnico;Estudiante;37;Privado;$8,230;13;Deportivo;si;$1,395;1;No;6;7;Rural
55690;0;35;0;9;$22,543;No;$150,019;F;Bachiller;Arquitecto;32;Privado;$7,250;4;SUV;no;$3,002;2;No;0;6;Urbano
20564;0;32;1;8;$8,659;Si;$0;F;Técnico;Ingeniero;43;Privado;$14,460;1;SUV;no;$31,073;4;Si;0;1;Urbano
38733;0;54;0;14;$185,714;No;$462,340;F;PhD;;56;Privado;$24,610;6;SUV;no;$6,316;1;No;3;15;Urbano
36792;0;59;0;11;$71,226;No;$252,722;M;Superior;Administrador;10;Privado;$13,490;1;Minivan;si;$9,287;1;No;5;11;Urbano
14073;0;54;0;11;$95,024;No;$290,418;F;Superior;Administrador;53;Privado;$22,930;3;SUV;no;$20,351;2;No;6;12;Urbano
68361;0;31;0;8;$23,533;No;$115,964;M;Bachiller;Arquitecto;57;Comercial;$12,200;11;Pickup;si;$6,931;2;No;4;7;Rural
71507;0;50;0;9;$72,665;No;;M;Master;;25;Comercial;$36,440;1;Camión;no;$7,292;1;No;10;14;Urbano
37902;0;47;0;10;$31,456;No;$148,339;F;Técnico;Arquitecto;56;Privado;$1,500;1;SUV;no;$3,278;5;No;3;1;Rural
58647;0;46;0;5;$95,640;No;$282,509;M;Superior;Independiente;5;Comercial;$24,860;6;Camión;si;$3,777;1;No;5;13;Urbano
84248;0;39;0;9;$40,716;No;$170,076;F;Técnico;Administrador;9;Privado;$5,570;1;SUV;no;$24,183;1;No;3;8;Urbano
39661;0;65;0;9;$26,123;No;$0;M;PhD;Doctor;55;Privado;$10,610;10;SUV;no;$5,766;4;No;0;23;Urbano
55571;0;51;0;7;$47,204;No;$0;M;Master;;47;Comercial;$17,750;1;Van;no;$8,303;3;No;0;15;Urbano
81526;0;47;0;11;$69,692;No;$243,839;F;Master;Abogado;58;Privado;$18,370;4;Deportivo;no;$3,314;1;No;0;10;Urbano
85087;1;41;3;0;$0;No;$65,293;F;Técnico;Ingeniero;42;Privado;$1,500;7;Deportivo;no;$19,425;2;Si;1;1;Urbano
78584;0;54;0;10;$136,962;No;;M;Master;;30;Comercial;$28,300;7;Camión;si;$6,003;3;No;0;12;Urbano
55766;1;39;1;12;$55,036;No;$187,649;M;Técnico;Deportista;44;Privado;$30,380;3;Minivan;si;$32,132;1;No;1;10;Urbano
96305;0;35;0;6;$77,556;No;$0;M;Superior;Independiente;18;Comercial;$26,810;14;Camión;no;$1,249;1;No;0;7;Urbano
74821;0;47;0;11;$69,692;No;$243,839;F;Master;Abogado;58;Privado;$18,370;4;Deportivo;no;$3,314;1;No;0;10;Urbano
35748;0;55;0;13;$30,799;No;$0;M;Superior;Independiente;28;Privado;$25,700;4;Minivan;si;$7,155;1;No;4;12;Urbano
75762;0;38;0;12;;No;$99,549;F;Técnico;Ingeniero;12;Privado;$5,720;4;Deportivo;no;$15,635;2;Si;0;6;Urbano
44967;0;35;2;12;$60,755;Si;$0;F;Bachiller;Independiente;44;Privado;$11,080;11;SUV;no;$5,208;1;No;7;1;Urbano
27874;0;56;0;11;;No;$0;F;Superior;Administrador;46;Privado;$22,460;4;SUV;no;$37,932;2;Si;0;13;Urbano
36767;1;44;2;10;$2,141;No;;M;Técnico;Estudiante;53;Comercial;$10,070;1;Pickup;no;$40,958;4;Si;1;1;Urbano
93851;0;42;1;12;$98,515;Si;$289,187;F;Master;Abogado;22;Privado;$15,990;1;SUV;no;$4,208;2;No;4;17;Urbano
12177;0;42;0;12;$137,417;No;$385,800;M;Master;;38;Comercial;$19,440;4;Van;no;$24,520;5;No;6;13;Urbano
34192;1;39;2;7;$66,367;No;;F;Técnico;Independiente;35;Comercial;$5,560;1;Deportivo;no;$2,949;2;No;3;1;Urbano
26317;0;42;1;12;$82,281;Si;$0;F;Superior;Independiente;36;Comercial;$18,530;9;SUV;no;$14,552;2;No;6;10;Rural
94716;1;53;1;0;$0;No;$0;F;Bachiller;Estudiante;34;Privado;$1,500;10;Deportivo;no;$1,175;2;No;2;7;Rural
43574;0;41;2;16;$66,119;No;$239,085;M;Técnico;Independiente;46;Comercial;$19,300;1;Minivan;si;$5,909;1;No;0;;Urbano
75904;0;52;0;0;$0;No;$0;F;PhD;Ingeniero;41;Privado;$6,400;1;Deportivo;no;$6,966;2;No;5;11;Urbano
32231;0;50;0;9;$71,544;No;$0;M;Técnico;Independiente;36;Comercial;$29,900;4;Camión;si;$10,768;2;No;0;9;Urbano
96601;0;25;5;14;$59,896;No;$224,977;F;Superior;Arquitecto;30;Privado;$11,780;1;SUV;no;$30,213;1;Si;4;7;Urbano
42690;0;51;0;;;No;;F;Superior;Administrador;45;Privado;$33,800;1;Minivan;no;$5,594;2;No;0;11;Urbano
38330;0;46;0;12;;No;$217,164;F;Master;Administrador;53;Privado;$25,360;6;Minivan;no;$31,180;1;Si;3;17;Urbano
91605;1;34;4;14;$58,991;No;$162,309;M;Técnico;Independiente;61;Comercial;$5,490;13;Pickup;no;$1,423;2;No;0;;Urbano
43598;0;33;3;12;$91,434;Si;$258,169;F;Superior;Independiente;8;Comercial;$14,460;1;SUV;no;$9,347;4;No;1;9;Urbano
64277;0;33;1;9;$73,988;No;$238,468;M;Master;Abogado;5;Privado;$11,670;6;Pickup;si;$9,302;3;No;3;18;Urbano
44114;0;32;2;13;$72,188;No;$229,982;F;Superior;Administrador;29;Privado;$9,790;17;SUV;no;$3,176;1;No;1;13;Urbano
49518;0;58;0;;$43,680;No;$180,158;M;Técnico;Deportista;24;Comercial;$29,910;4;Minivan;si;$9,677;3;No;0;4;Urbano
10952;0;48;0;16;$203,751;No;$504,144;F;PhD;Doctor;25;Privado;$21,640;1;SUV;no;$2,175;2;No;4;13;Urbano
62096;0;56;0;12;$138,173;No;$0;M;PhD;Doctor;29;Privado;$15,370;1;Minivan;si;$7,876;3;No;3;7;Urbano
16010;0;23;1;9;;Si;$56,000;M;Bachiller;Estudiante;21;Privado;$3,870;1;Minivan;si;$9,822;2;No;1;8;Urbano
86600;2;41;3;;$11,233;No;$140,788;F;Superior;Ingeniero;53;Privado;$10,580;7;SUV;no;$8,829;3;No;4;18;Urbano
76190;0;66;0;;$72,781;No;$220,801;M;Superior;Deportista;41;Privado;$31,770;1;Minivan;si;$4,259;1;No;2;1;Urbano
43401;0;49;0;0;$0;No;$0;M;Técnico;Estudiante;24;Comercial;$6,200;4;Pickup;si;$7,304;4;No;2;1;Rural
58512;0;43;0;;$0;No;$84,656;M;Técnico;Estudiante;36;Comercial;$24,520;1;Camión;no;$1,119;4;No;8;;Urbano
44994;0;50;0;4;$87,832;No;;M;Técnico;Independiente;8;Comercial;$21,840;10;Minivan;si;$28,204;2;No;0;1;Urbano
75773;0;37;0;;$109,732;No;$0;F;Master;Abogado;70;Privado;$11,740;1;SUV;no;$9,883;1;No;3;14;Urbano
16369;0;26;4;9;$45,254;Si;$196,146;M;Técnico;Independiente;32;Comercial;$23,270;7;Minivan;si;$4,567;2;No;5;9;Urbano
46879;1;43;2;9;$23,035;Si;$0;F;Técnico;Arquitecto;62;Privado;$15,250;12;SUV;no;$2,213;1;No;2;6;Urbano
95802;2;45;3;14;$36,912;Si;$0;F;Superior;Arquitecto;60;Privado;$9,690;9;SUV;no;$34,514;1;Si;0;12;Urbano
54650;0;49;0;14;$4,216;No;;M;Superior;Estudiante;55;Comercial;$17,960;6;Minivan;si;$4,466;2;No;1;17;Urbano
97858;0;38;0;9;$51,996;No;$223,035;M;Técnico;Administrador;46;Privado;$11,330;11;Pickup;no;$2,721;3;No;1;1;Rural
64022;0;30;3;15;$20,944;Si;$0;M;Bachiller;Independiente;33;Privado;$10,510;6;Pickup;si;$40,386;1;No;5;1;Urbano
97498;0;51;0;14;$121,900;No;$392,573;M;Master;Abogado;56;Privado;$14,740;1;Minivan;no;$5,519;2;No;4;15;Urbano
70938;0;49;0;0;$0;No;$159,389;F;Master;Administrador;42;Privado;$6,400;10;SUV;no;$9,115;2;No;6;14;Urbano
89428;0;30;0;9;$34,581;No;$0;F;Bachiller;Independiente;51;Privado;$16,110;1;Minivan;no;$3,062;2;No;1;1;Urbano
78496;1;54;1;0;$0;Si;$0;F;Superior;Ingeniero;21;Privado;$18,820;6;SUV;no;$5,537;2;No;6;9;Urbano
37135;0;47;0;12;$40,363;No;;M;Técnico;Independiente;36;Comercial;$11,120;1;Pickup;si;$30,981;1;Si;2;1;Urbano
51676;0;46;0;5;$95,640;No;$282,509;M;Superior;Independiente;5;Comercial;$24,860;6;Camión;si;$3,777;1;No;5;13;Urbano
64557;0;37;0;10;$104,539;No;$314,427;M;Superior;Independiente;27;Comercial;$26,230;6;Minivan;si;$5,046;1;No;2;14;Urbano
51974;0;41;2;13;;Si;$0;F;Técnico;Arquitecto;35;Privado;$11,830;4;SUV;no;$7,645;4;No;1;1;Urbano
47112;0;55;0;14;$61,908;No;$227,345;M;Master;Abogado;43;Privado;$13,190;1;Minivan;si;$2,371;1;No;1;12;Urbano
41628;0;57;0;6;$78,592;No;$248,326;F;Técnico;Independiente;42;Comercial;$15,760;7;Deportivo;no;$9,462;1;No;0;8;Urbano
57535;0;46;0;13;$161,372;No;$0;F;Master;Abogado;36;Privado;$22,240;6;SUV;no;$6,724;4;No;4;9;Urbano
63089;0;51;0;11;$61,666;No;$198,755;F;Superior;Deportista;34;Privado;$20,910;1;Pickup;no;$10,147;5;No;4;11;Urbano
38370;0;55;0;15;$86,516;No;$311,279;M;Superior;Administrador;52;Privado;$17,070;6;Van;si;$31,798;3;No;4;1;Urbano
52976;0;54;0;13;$39,048;No;$229,578;M;Superior;Administrador;64;Privado;$22,670;4;Minivan;si;$1,450;4;No;5;7;Urbano
55640;3;40;4;10;$147,647;Si;$385,798;M;PhD;Administrador;12;Comercial;$28,870;3;Camión;si;$1,449;1;No;3;25;Urbano
13102;0;58;0;;$229,207;No;$588,059;M;PhD;Deportista;46;Comercial;$30,220;6;Camión;no;$11,827;2;No;4;3;Urbano
89168;1;37;1;14;$79,665;No;$222,382;M;Master;Administrador;34;Privado;$13,170;1;Minivan;si;$2,614;3;No;6;14;Urbano
60802;0;47;0;11;$30,960;No;$190,150;F;Superior;Deportista;31;Privado;$8,720;1;SUV;no;$34,027;1;No;8;4;Urbano
79194;0;36;0;11;$17,085;No;$0;F;Técnico;Estudiante;58;Privado;$15,840;7;Deportivo;no;$4,070;1;No;2;1;Rural
56286;0;62;0;12;$69,331;No;$276,064;F;PhD;Abogado;43;Privado;$26,360;17;Deportivo;no;$5,837;3;No;0;19;Urbano
72799;0;47;0;;$23,290;No;;F;Técnico;Independiente;46;Comercial;$8,530;6;SUV;no;$17,597;2;No;0;7;Urbano
36835;0;47;0;12;$21,063;No;$117,381;F;Superior;Arquitecto;42;Comercial;$20,730;4;Pickup;no;$4,652;1;No;1;6;Urbano
72444;0;25;3;15;$71,892;No;$211,306;F;Técnico;Independiente;21;Comercial;$27,470;6;Pickup;no;$3,340;2;No;6;9;Urbano
61282;1;39;1;9;$82,791;Si;$0;F;Superior;Independiente;5;Comercial;$20,800;1;Minivan;no;$27,444;2;Si;7;9;Urbano
60113;0;56;0;12;$184,068;No;$0;M;PhD;;31;Comercial;$27,560;10;Camión;no;$5,224;1;No;2;13;Urbano
38191;0;42;0;9;$17,631;No;$89,248;F;Técnico;Ingeniero;35;Privado;$9,250;4;Deportivo;no;$6,923;4;No;0;1;Rural
50498;0;39;0;9;$36,330;No;$0;F;Técnico;Arquitecto;47;Privado;$14,520;7;Deportivo;no;$7,191;3;No;3;1;Urbano
15158;0;28;1;9;;Si;$0;F;Técnico;Independiente;32;Comercial;$24,560;7;SUV;no;$20,778;1;Si;6;1;Urbano
88341;0;48;0;11;$40,245;No;$0;F;Bachiller;Independiente;20;Privado;$19,060;11;SUV;no;$32,687;1;No;3;7;Urbano
33017;0;52;0;10;$43,539;No;$200,883;F;Master;Abogado;43;Privado;$13,290;10;SUV;no;$9,667;2;No;7;16;Urbano
69194;0;46;0;12;$160,642;No;$406,906;F;PhD;Administrador;25;Comercial;$22,160;1;Pickup;no;$30,575;1;No;6;24;Urbano
51463;0;50;0;7;$63,724;No;$0;F;Superior;Deportista;21;Privado;$7,870;6;SUV;no;$11,070;3;No;2;7;Urbano
53042;0;36;0;9;$78,760;No;$0;F;PhD;Doctor;51;Privado;$12,980;6;SUV;no;$32,996;2;No;1;;Urbano
58208;0;53;0;9;$114,547;No;$330,408;M;Master;Deportista;29;Comercial;$23,760;1;Camión;si;$824;2;No;4;8;Urbano
57260;0;38;1;11;$51,551;No;$177,942;F;Superior;Independiente;19;Privado;$5,200;12;Deportivo;no;$2,605;4;No;0;;Urbano
48072;0;40;0;8;$17,107;No;$154,357;F;Técnico;Ingeniero;7;Privado;$22,940;4;Pickup;no;$7,247;6;No;4;6;Urbano
92864;0;41;3;2;;No;$139,729;F;Técnico;Arquitecto;48;Privado;$11,780;4;Deportivo;no;$16,948;2;Si;2;1;Urbano
27696;0;42;1;14;$84,250;No;$270,583;F;Superior;Independiente;30;Comercial;$14,130;10;SUV;no;$6,240;5;No;1;1;Urbano
59289;0;51;0;15;$109,836;No;$322,934;F;Superior;Administrador;42;Comercial;$1,500;4;Deportivo;no;$42,214;1;Si;1;6;Urbano
62260;0;51;0;13;$81,948;No;$308,197;F;Técnico;Administrador;5;Privado;$7,850;6;Deportivo;no;$2,219;1;No;0;1;Urbano
65354;0;63;0;;$93,590;No;$0;F;Master;Abogado;39;Privado;$14,190;6;Deportivo;no;$3,088;2;No;4;21;Urbano
24287;0;53;0;12;$46,979;No;$212,163;M;Técnico;Independiente;24;Comercial;$4,580;10;Minivan;si;$5,011;2;No;1;9;Urbano
58810;0;36;0;;$4,885;No;$99,107;F;Master;Abogado;35;Privado;$7,080;6;SUV;no;$5,486;3;No;5;17;Urbano
99030;0;39;0;8;$74,548;No;$0;F;Superior;Administrador;33;Privado;$18,100;1;SUV;no;$25,130;3;No;2;10;Urbano
55619;0;39;3;15;$48,741;No;$158,683;M;Master;;31;Comercial;$25,460;1;Camión;no;$1,814;2;No;1;21;Urbano
74675;3;43;3;15;$69,245;No;$245,316;M;Master;Deportista;16;Privado;$3,520;1;Minivan;no;$8,167;3;No;5;;Urbano
52756;0;35;2;12;$71,903;Si;$261,075;M;Técnico;Administrador;18;Privado;$12,190;14;Pickup;no;$4,688;3;No;0;1;Urbano
12602;0;48;0;13;$38,879;No;$0;F;Master;Abogado;35;Privado;$11,330;3;SUV;no;$3,396;1;No;4;1;Urbano
64224;0;67;2;8;;No;$392,118;M;PhD;Doctor;56;Privado;$24,940;10;Minivan;si;$6,088;1;No;3;1;Urbano
82183;0;32;1;11;$34,660;Si;;F;Bachiller;Arquitecto;18;Privado;$17,590;9;SUV;no;$13,154;1;No;4;7;Urbano
99401;1;40;3;0;;Si;$0;F;Superior;Estudiante;31;Comercial;$11,840;10;Deportivo;no;$30,363;3;Si;0;9;Urbano
28512;0;44;0;12;$29,819;No;$0;M;Bachiller;Arquitecto;26;Privado;$8,880;10;Pickup;si;$7,536;5;No;0;1;Urbano
82397;0;46;0;9;;No;$0;F;Master;Abogado;36;Privado;$11,910;1;Deportivo;no;$9,868;2;No;0;18;Urbano
50874;0;43;2;12;;No;$227,476;M;Superior;Independiente;46;Comercial;$19,610;7;Van;si;$4,704;5;No;1;11;Urbano
56994;0;49;0;;$97,595;No;$298,102;M;Master;Abogado;25;Privado;$23,750;7;Minivan;no;$6,971;4;No;5;14;Urbano
28354;0;39;0;8;$48,490;No;$195,777;F;Superior;Independiente;39;Comercial;$15,180;4;SUV;no;$3,893;1;No;0;9;Urbano
76508;1;37;1;0;$0;Si;$0;F;Técnico;Estudiante;59;Comercial;$16,590;1;SUV;no;$1,234;2;No;3;7;Rural
98734;0;46;0;12;$56,006;No;$190,938;M;Superior;Administrador;52;Comercial;$11,700;6;Pickup;si;$712;1;No;6;8;Urbano
17221;0;36;2;16;$71,487;No;$248,456;F;Superior;Deportista;24;Privado;$5,100;4;Deportivo;no;$3,519;2;No;0;;Urbano
99354;0;41;2;9;$37,523;No;$166,138;M;Técnico;Arquitecto;40;Privado;$12,260;7;Minivan;no;$3,134;3;No;3;11;Urbano
61095;0;37;0;8;$26,500;No;$169,170;F;Técnico;Independiente;33;Comercial;$10,250;1;SUV;no;$30,081;1;Si;5;1;Urbano
25527;0;48;0;14;$113,886;No;$0;M;PhD;Doctor;16;Privado;$29,730;7;Minivan;no;$7,196;3;No;0;15;Urbano
23928;0;48;0;6;$14,410;No;$0;F;Bachiller;Arquitecto;27;Privado;$7,740;7;SUV;no;$1,001;3;No;3;1;Urbano
15714;0;24;1;7;$6,862;Si;$0;F;Superior;Arquitecto;38;Privado;$2,190;1;SUV;si;$11,226;2;No;4;9;Urbano
23115;0;44;3;15;$38,108;No;$196,692;M;Bachiller;Arquitecto;7;Privado;$5,900;7;Pickup;si;$40,943;4;Si;0;5;Urbano
63579;0;64;0;12;$12,291;No;$119,621;M;Bachiller;Arquitecto;33;Privado;$15,280;1;SUV;no;$6,247;2;No;2;3;Urbano
69091;0;65;0;16;$24,274;No;$211,649;F;Técnico;Arquitecto;42;Privado;$10,770;1;Deportivo;no;$1,235;3;No;1;12;Rural
85321;0;54;0;10;$136,962;No;;M;Master;;30;Comercial;$28,300;7;Camión;si;$6,003;3;No;0;12;Urbano
66183;1;44;2;11;$126,023;Si;$322,205;F;Master;Deportista;17;Privado;$5,900;1;SUV;no;$2,863;1;No;0;13;Urbano
52003;0;35;0;10;$51,996;No;$0;M;Técnico;Administrador;35;Privado;$10,200;6;Pickup;si;$41,621;2;Si;5;8;Urbano
54109;0;44;0;11;$36,570;No;$150,122;M;Técnico;Independiente;9;Comercial;$9,560;13;Pickup;si;$29,233;2;No;5;10;Urbano
34481;0;46;0;9;$95,662;No;$254,898;M;PhD;;21;Comercial;$25,490;1;Camión;no;$4,796;4;No;5;10;Urbano
60672;0;29;3;0;$0;Si;$0;F;Técnico;Estudiante;12;Comercial;$6,720;1;Deportivo;no;$52,445;1;Si;5;6;Urbano
70798;0;29;2;12;$59,254;No;;M;Superior;Administrador;50;Comercial;$10,130;1;Pickup;no;$6,399;5;No;5;4;Urbano
21093;2;36;2;9;$69,434;No;$230,609;M;Superior;Independiente;49;Privado;$3,860;4;Minivan;si;$3,367;2;No;0;7;Urbano
37508;0;58;0;9;$53,526;No;$196,828;F;Técnico;Independiente;30;Comercial;$13,040;1;SUV;no;$19,582;2;No;4;5;Rural
45393;0;45;0;;;No;;F;Superior;Administrador;16;Privado;$16,800;4;SUV;no;$6,524;2;No;1;12;Urbano
80537;0;52;0;13;$160,405;No;$0;M;Master;Deportista;8;Comercial;$19,170;1;Van;no;$16,951;1;No;3;11;Urbano
99849;0;53;0;12;$35,168;No;$175,879;M;Bachiller;Independiente;41;Privado;$11,250;1;Pickup;si;$5,103;1;No;0;;Urbano
96156;0;44;0;12;$46,233;No;$0;F;Bachiller;Independiente;22;Privado;$10,520;6;Minivan;no;$1,994;1;No;2;1;Urbano
24847;0;43;2;13;$118,983;No;$355,673;F;Superior;Administrador;29;Privado;$36,960;1;Deportivo;no;$50,347;2;Si;4;11;Urbano
46913;0;31;2;7;$41,196;No;$180,045;F;Técnico;Independiente;39;Comercial;$26,220;4;Minivan;no;$9,960;1;No;4;1;Urbano
40701;0;57;0;15;$25,761;No;$149,672;M;Superior;Arquitecto;57;Privado;$11,940;1;Pickup;no;$4,792;2;No;8;11;Urbano
50993;0;44;3;8;$77,760;No;;M;Técnico;Independiente;20;Comercial;$13,680;1;Minivan;no;$1,416;3;No;3;9;Urbano
95226;0;57;1;;;No;$188,505;F;Técnico;Independiente;44;Comercial;$26,030;6;Minivan;no;$30,159;1;No;0;11;Urbano
50335;0;50;0;12;;No;$534,957;M;PhD;Deportista;24;Comercial;$28,540;6;Camión;si;$9,527;1;No;2;14;Urbano
14610;0;44;3;17;$35,066;Si;$0;F;Técnico;Arquitecto;47;Privado;$18,880;4;SUV;no;$37,642;3;Si;6;1;Urbano
85278;0;36;3;15;$7,585;No;$75,925;M;Bachiller;Estudiante;5;Privado;$5,860;1;Minivan;si;$6,271;1;No;0;;Urbano
47398;0;43;0;8;$66,613;No;$197,000;M;Master;;40;Comercial;$5,800;5;Pickup;si;$6,646;2;No;5;16;Urbano
39818;0;38;0;11;$60,026;No;$0;F;Superior;Administrador;23;Privado;$11,300;10;Deportivo;no;$2,353;2;No;5;11;Urbano
66474;0;59;0;13;$82,231;No;$270,288;F;Técnico;Administrador;58;Privado;$15,620;1;SUV;no;$2,978;2;Si;4;1;Urbano
39452;0;51;0;13;$50,446;No;$190,849;F;Superior;Independiente;50;Comercial;$26,130;10;Pickup;no;$1,412;1;No;3;1;Urbano
91133;0;48;0;13;$54,108;No;$183,134;M;Técnico;Administrador;23;Privado;$10,060;1;Pickup;si;$3,149;1;No;0;1;Urbano
31492;0;55;0;13;$74,385;No;;F;Superior;Administrador;61;Privado;$12,520;9;SUV;no;$8,533;2;Si;7;12;Rural
79240;0;47;0;0;$0;No;$121,454;F;Master;Ingeniero;23;Comercial;$23,060;17;Pickup;no;$8,752;1;No;0;18;Urbano
91168;0;23;3;6;$5,822;Si;$0;F;Master;;11;Privado;$4,380;6;SUV;no;$11,027;1;No;8;16;Urbano
97953;0;51;0;8;$80,479;No;$0;M;Superior;Independiente;31;Comercial;$14,650;13;Minivan;si;$575;2;No;4;14;Urbano
59054;0;62;0;14;$25,482;No;$170,408;F;Master;Abogado;8;Privado;$7,790;1;Deportivo;no;$9,348;3;No;0;13;Urbano
44233;1;42;2;16;$30,871;No;$151,274;F;Bachiller;Arquitecto;22;Privado;$8,790;4;SUV;no;$6,366;1;No;0;6;Urbano
43930;0;43;1;0;$0;Si;$0;F;Master;Ingeniero;32;Privado;$13,160;4;Deportivo;no;$10,412;2;No;6;13;Urbano
22665;0;48;0;10;$111,405;No;$326,745;F;Superior;Administrador;12;Comercial;$29,540;4;Van;no;$3,848;1;No;9;11;Urbano
36997;0;44;0;11;$26,821;No;$171,022;M;Superior;Arquitecto;10;Comercial;$11,600;3;Pickup;si;$4,055;2;No;0;9;Urbano
20009;0;43;0;14;$54,067;No;$168,626;M;Bachiller;Independiente;5;Comercial;$6,910;6;Pickup;si;$7,076;3;No;0;1;Urbano
19868;0;27;3;9;$43,915;Si;$0;M;Técnico;Independiente;39;Comercial;$3,260;1;Minivan;si;$5,476;1;No;2;;Urbano
77206;0;51;0;12;$100,205;No;$0;M;Master;Abogado;5;Privado;$16,620;4;Van;si;$32,112;1;Si;6;;Urbano
24274;0;53;0;14;$26,840;No;$166,651;M;Técnico;Arquitecto;53;Privado;$18,180;4;Van;si;$1,064;2;No;0;1;Urbano
64453;1;37;1;15;$62,894;No;$245,334;F;Superior;Arquitecto;70;Privado;$23,120;6;Deportivo;no;$36,320;1;Si;4;14;Urbano
63770;0;39;2;12;$71,486;Si;$0;M;Master;;37;Comercial;$26,380;8;Camión;si;$4,718;1;No;6;14;Urbano
40799;0;40;1;12;$77,388;No;$260,895;F;Master;Abogado;17;Privado;$9,240;6;SUV;no;$3,716;2;No;0;14;Urbano
81426;0;36;1;4;$75,587;Si;$0;M;Superior;Independiente;36;Comercial;$22,520;20;Van;no;$3,753;2;No;2;6;Urbano
90171;0;38;2;10;$53,532;Si;$0;F;Bachiller;Independiente;53;Privado;$10,650;1;Deportivo;no;$6,697;1;No;4;4;Urbano
51963;1;43;3;14;$77,437;No;$218,079;F;Superior;Independiente;27;Comercial;$13,540;3;SUV;no;$1,879;3;No;5;10;Urbano
51687;0;36;0;9;$51,353;No;$0;F;Técnico;Independiente;66;Comercial;$6,710;1;Deportivo;no;$3,863;2;No;3;9;Rural
41232;0;57;0;14;$111,970;No;$342,129;M;Master;Deportista;28;Comercial;$23,780;3;Camión;no;$20,369;2;Si;5;15;Urbano
22721;0;44;3;11;$34,255;No;$190,620;M;Técnico;Arquitecto;36;Comercial;$4,930;1;Pickup;si;$2,091;2;No;3;10;Urbano
38772;2;43;2;6;$15,726;Si;;F;Técnico;Ingeniero;30;Privado;$7,370;10;Deportivo;no;$3,588;2;No;4;4;Urbano
99663;0;43;2;14;$17,026;No;$146,136;M;Bachiller;Arquitecto;27;Comercial;$7,500;1;Pickup;no;$7,888;3;No;0;5;Urbano
58981;0;46;0;;$30,111;No;$164,877;M;Bachiller;Independiente;28;Privado;$19,780;1;Van;si;$8,863;1;No;3;1;Urbano
50076;0;37;0;11;$51,103;No;$200,025;M;Técnico;Independiente;15;Comercial;$17,080;13;Minivan;no;$3,519;2;No;6;1;Urbano
